subject,predicate,object
Standards organizations,NT,CSA Group
Standards organizations,NT,ETSI
Standards organizations,NT,IEC
Standards organizations,NT,IEEE Standards Association
Standards organizations,NT,ISO
Standards organizations,NT,ITU
Standards organizations,NT,NACE International
Standards organizations,NT,NEMA
Standards organizations,NT,NFPA
Standards organizations,NT,NIST
Standards organizations,NT,Open Geospatial Consortium
Standards organizations,NT,SMPTE
Standards organizations,NT,W3C
Standards publications,BT,Standards
Standards publications,NT,3GPP Standards
Standards publications,NT,ANSI Standards
Standards publications,NT,ASA Standards
Standards publications,NT,CSA Group Standards
Standards publications,NT,ETSI Standards
Standards publications,NT,IEC Standards
Standards publications,NT,IEEE Standards
Standards publications,NT,ISO Standards
Standards publications,NT,ITU Standards
Standards publications,NT,NACE Standards
Standards publications,NT,NISO Standards
Standards publications,NT,NIST Standards
Standards publications,NT,SMPTE Standards
Standards publications,NT,W3C Standards
Standby generators,UF,Emergency power generators
Standby generators,BT,Generators
Standby generators,BT,Rotating machines
Standby generators,RT,Emergency power supplies
Standby power supplies,USE,Emergency power supplies
Stark effect,BT,Electo-optic effects
Stars,BT,Astronomy
Stars,NT,Neutron stars
Starter motors (automotive),USE,Automotive components
STATCOM,UF,Static compensator
STATCOM,BT,Static VAr compensators
State estimation,BT,Estimation
State estimation,RT,Control systems
State estimation,NT,Observers
State feedback,BT,Linear feedback control systems
State of charge,BT,Battery chargers
State pensions,USE,Pensions
State space theory,USE,State-space methods
State-space methods,UF,State space theory
State-space methods,UF,State-space model
State-space methods,BT,Control system analysis
State-space methods,RT,Time-domain analysis
State-space model,USE,State-space methods
Static analysis,UF,Static projection
Static analysis,UF,Statis scoring
Static analysis,BT,Statistical analysis
Static analysis,BT,System analysis and design
Static analysis,RT,Model checking
Static analysis,RT,Software engineering
Static compensator,USE,STATCOM
Static converters,USE,Static power converters
Static induction transistors,BT,Transistors
Static power converters,UF,Static converters
Static power converters,BT,Converters
Static projection,USE,Static analysis
Static VAr compensators,UF,SVC
Static VAr compensators,BT,Power transmission
Static VAr compensators,RT,Reactive power
Static VAr compensators,NT,STATCOM
Stationary state,UF,Ground state
Stationary state,BT,Quantum mechanics
Statis scoring,USE,Static analysis
Statistical analysis,UF,Statistical testing
Statistical analysis,BT,Statistics
Statistical analysis,RT,Measurement errors
Statistical analysis,RT,Nearest neighbor methods
Statistical analysis,RT,Probability
Statistical analysis,RT,R language
Statistical analysis,RT,Random processes
Statistical analysis,RT,Technology acceptance model
Statistical analysis,RT,Time series analysis
Statistical analysis,NT,Analysis of variance
Statistical analysis,NT,Mean field theory
Statistical analysis,NT,Mode matching methods
Statistical analysis,NT,Monte Carlo methods
Statistical analysis,NT,Parameter estimation
Statistical analysis,NT,Pareto analysis
Statistical analysis,NT,Predictive analytics
Statistical analysis,NT,Principal component analysis
Statistical analysis,NT,Regression analysis
Statistical analysis,NT,Static analysis
Statistical distributions,BT,Probability
Statistical distributions,NT,Distribution functions
Statistical distributions,NT,Gaussian distribution
Statistical distributions,NT,Weibull distribution
Statistical learning,BT,Machine learning
Statistical learning,RT,Decision theory
Statistical learning,RT,Pattern recognition
Statistical testing,USE,Statistical analysis
Statistics,BT,Mathematics
Statistics,RT,Econometrics
Statistics,RT,Estimation theory
Statistics,RT,Extrapolation
Statistics,RT,Fourier transforms
Statistics,RT,Information theory
Statistics,RT,Interpolation
Statistics,RT,Matrix decomposition
Statistics,RT,Maximum likelihood detection
Statistics,RT,Operations research
Statistics,RT,Probability
Statistics,RT,Scheduling
Statistics,RT,Weibull distribution
Statistics,NT,Adaptive estimation
Statistics,NT,Autoregressive processes
Statistics,NT,Boltzmann distribution
Statistics,NT,Correlation
Statistics,NT,Correlation coefficient
Statistics,NT,Covariance matrices
Statistics,NT,Differential privacy
Statistics,NT,Dimensionality reduction
Statistics,NT,Gamma distribution
Statistics,NT,Gaussian mixture model
Statistics,NT,Higher order statistics
Statistics,NT,Histograms
Statistics,NT,Linear discriminant analysis
Statistics,NT,Maximum likelihood estimation
Statistics,NT,Minimax techniques
Statistics,NT,Mixture models
Statistics,NT,Nonparametric statistics
Statistics,NT,Parametric statistics
Statistics,NT,Prediction theory
Statistics,NT,Ranking (statistics)
Statistics,NT,Root mean square
Statistics,NT,Sampling methods
Statistics,NT,Statistical analysis
Statistics,NT,Time series analysis
Stator bars,BT,Stators
Stator cores,BT,Stators
Stator windings,BT,Stators
Stators,BT,Electric machines
Stators,NT,Stator bars
Stators,NT,Stator cores
Stators,NT,Stator windings
Steady state,USE,Steady-state
Steady-state,UF,Steady state
Steady-state,BT,Dynamic equilibrium
Steady-state,RT,Transient analysis
Steam engines,BT,Heat engines
Steam engines,RT,Boilers
Steam engines,RT,Water
Steel,BT,Metals
Steel,RT,Pressure vessels
Steel,NT,Martensite
Steel industry,BT,Industries
Steerable antennas,BT,Antennas
Steerable antennas,BT,Beam steering
Steerable antennas,BT,Phased arrays
Steering systems,BT,Mechanical products
Steering systems,BT,Production systems
Steering systems,RT,Advanced driver assistance systems
Steering systems,RT,Automotive components
Steering systems,RT,Wheels
Steganography,BT,Cryptography
Steganography,RT,Image coding
Steganography,RT,Message authentication
Steiner points,USE,Steiner trees
Steiner trees,UF,Steiner points
Steiner trees,UF,Steiner vertices
Steiner trees,BT,Combinatorial mathematics
Steiner vertices,USE,Steiner trees
Stellar dynamics,BT,Astrophysics
STEM,UF,Science technology engineering mathematics
STEM,UF,science technology engineering and math
STEM,UF,"science, technology, engineering, and math"
STEM,BT,Educational programs
STEM,RT,Curriculum development
STEM,RT,Educational courses
STEM,RT,Engineering - general
STEM,RT,Mathematics
STEM,RT,Science - general
STEM,RT,Technology
Stem cell research,USE,Stem cells
Stem cells,UF,Stem cell research
Stem cells,BT,Biological cells
Stem cells,RT,Cloning
Stem cells,RT,Progenitor cells
Stereo image processing,UF,Stereoscopic
Stereo image processing,BT,Stereo vision
Stereo vision,UF,Three-dimensional vision
Stereo vision,BT,Imaging
Stereo vision,RT,Image matching
Stereo vision,RT,Machine vision
Stereo vision,RT,Robot vision systems
Stereo vision,NT,Stereo image processing
Stereolithography,BT,Lithography
Stereolithography,RT,Laser applications
Stereolithography,RT,Laser sintering
Stereolithography,RT,Lasers
Stereolithography,RT,Layered manufacturing
Stereolithography,RT,Manufacturing
Stereolithography,RT,Prototypes
Stereophonic systems,USE,Audio systems
Stereoscopic,USE,Stereo image processing
Sternum,BT,Thorax
Stethoscope,BT,Biomedical equipment
Stimulated emission,UF,Optical amplification
Stimulated emission,BT,Particle beam optics
Stimulated emission,RT,Lasers
Stimulated emission,RT,Masers
Stirling engines,BT,Heat engines
Stochastic distribution,USE,Stochastic processes
Stochastic prediction,USE,Stochastic processes
Stochastic processes,UF,Stochastic distribution
Stochastic processes,UF,Stochastic prediction
Stochastic processes,UF,Stochastic theory
Stochastic processes,BT,Mathematics
Stochastic processes,RT,Computational electromagnetics
Stochastic processes,RT,Diffusion processes
Stochastic processes,RT,Mean field theory
Stochastic processes,RT,Particle swarm optimization
Stochastic processes,RT,Probability
Stochastic processes,RT,Q-learning
Stochastic processes,RT,Random number generation
Stochastic processes,RT,Random variables
Stochastic processes,RT,Viterbi algorithm
Stochastic processes,NT,Gaussian processes
Stochastic processes,NT,Markov processes
Stochastic resonance,BT,Resonance
Stochastic systems,BT,Systems engineering and theory
Stochastic systems,RT,Control systems
Stochastic systems,RT,Mean field theory
Stochastic systems,RT,Probability
Stochastic systems,RT,Random variables
Stochastic theory,USE,Stochastic processes
Stock exchanges,USE,Stock markets
Stock markets,UF,Stock exchanges
Stock markets,BT,Economics
Stokes parameters,BT,Optical polarization
Stomach,BT,Digestive system
Stomatognathic system,UF,stomognathic system
Stomatognathic system,BT,Anatomy
Stomatognathic system,RT,Faces
Stomatognathic system,RT,Lips
Stomatognathic system,RT,Mouth
Stomatognathic system,RT,Pharynx
Stomatognathic system,RT,Tongue
Stomatognathic system,NT,Masticatory muscles
Stomatognathic system,NT,Salivary glands
stomognathic system,USE,Stomatognathic system
Storage area networks,UF,SAN
Storage area networks,BT,Computer networks
Storage area networks,RT,Buffer storage
Storage area networks,RT,Local area networks
Storage automation,UF,Automated storage and retrieval systems
Storage automation,BT,Automation
Storage automation,BT,Material storage
Storage automation,RT,Warehousing
Storage batteries,USE,Batteries
Storage battery,USE,Batteries
Storage management,BT,Capacity planning
Storage management,BT,Management
Storage management,RT,Memory management
Storage management,NT,Digital storage
Storage rings,BT,Particle accelerators
Storage rings,RT,Ions
Storage rings,RT,Muon colliders
Storage rings,RT,Particle beams
Stored energy,USE,Energy storage
Storm systems,USE,Tropical cyclones
Storms,BT,Meteorology
Storms,RT,Lightning
Storms,RT,Monsoons
Storms,NT,Geomagnetic storms
Strain,UF,Deformation
Strain,BT,Mechanical factors
Strain,RT,Elasticity
Strain,RT,Elongation
Strain,RT,Strain control
Strain,RT,Strain measurement
Strain,NT,Tensile strain
Strain,NT,Uniaxial strain
Strain based sensors,USE,Capacitive sensors
Strain control,UF,Friction stir processing
Strain control,BT,Mechanical variables control
Strain control,RT,Strain
Strain gauges,USE,Strain measurement
Strain measurement,UF,Strain gauges
Strain measurement,BT,Mechanical variables measurement
Strain measurement,RT,Micrometers
Strain measurement,RT,Strain
Strain sensors,USE,Capacitive sensors
Strategic planning,BT,Planning
Strategic planning,RT,Analytic hierarchy process
Strategic planning,RT,Business intelligence
Strategic planning,RT,Decision making
Strategic planning,RT,Information systems
Strategic planning,RT,Stakeholders
Strategic planning,NT,Roadmaps (technology planning)
Stratified media,USE,Nonhomogeneous media
Stratosphere,USE,Terrestrial atmosphere
Stray light,BT,Light sources
Stray light,BT,Optics
Stray light,RT,Ray tracing
Streaming media,UF,Media streaming
Streaming media,UF,Video streaming
Streaming media,BT,Communication system software
Streaming media,RT,Data compression
Streaming media,RT,IEEE 802.11e Standard
Streaming media,RT,IPTV
Streaming media,RT,Internet
Streaming media,RT,MPEG 4 Standard
Streaming media,RT,MPEG standards
Streaming media,RT,Multimedia communication
Streaming media,RT,Unicast
Streaming media,RT,Video coding
Streaming media,RT,Video signal processing
Streaming media,NT,Mobile video
Streaming media,NT,Over-the-top media services
Streaming media,NT,Video on demand
Streetcars,USE,Light rail systems
Stress,UF,Mechanical stress
Stress,BT,Mechanical factors
Stress,RT,Magnetomechanical effects
Stress,RT,Photoelasticity
Stress,RT,Piezoelectricity
Stress,RT,Piezooptic effects
Stress,RT,Piezoresistance
Stress,RT,Stress control
Stress,RT,Stress measurement
Stress,NT,Compressive stress
Stress,NT,Internal stresses
Stress,NT,Residual stresses
Stress,NT,Tensile stress
Stress,NT,Wind stress
Stress (psychological),USE,Human factors
Stress control,BT,Mechanical variables control
Stress control,RT,Stress
Stress control,RT,Surface stress
Stress measurement,BT,Mechanical variables measurement
Stress measurement,RT,Stress
String theory,BT,Physics
String theory,RT,Quantum mechanics
String vacuum,USE,Elementary particle vacuum
Stripboard circuit,UF,Veroboard
Stripboard circuit,BT,Electronic circuits
Stripline,BT,Planar transmission lines
Stripline,BT,Transmission lines
Stripline,NT,Stripline components
Stripline components,BT,Stripline
Stripline components,RT,Power combiners
Stripline components,RT,Power dividers
Strips,BT,Structural shapes
Stroke (medical condition),BT,Medical conditions
Strontium,UF,Sr
Strontium,BT,Metals
Strontium,NT,Strontium compounds
Strontium compounds,BT,Strontium
Strontium compounds,RT,Alloying
Structural beams,UF,Cantilever beams
Structural beams,UF,Girders
Structural beams,BT,Structural shapes
Structural beams,RT,Building materials
Structural discs,UF,Disks (structures)
Structural discs,BT,Structural shapes
Structural engineering,UF,Structural parameter
Structural engineering,UF,Structural stability
Structural engineering,BT,Civil engineering
Structural engineering,RT,Architecture
Structural engineering,RT,Bridges
Structural engineering,RT,Building information management
Structural engineering,RT,Construction
Structural engineering,RT,Flexible structures
Structural engineering,RT,Floods
Structural engineering,RT,Intelligent structures
Structural engineering,RT,Mechanical factors
Structural engineering,NT,Offshore installations
Structural panels,UF,Railway bridges
Structural panels,UF,Road bridges
Structural panels,UF,Suspension bridges
Structural panels,BT,Structural shapes
Structural panels,RT,Honeycomb structures
Structural panels,RT,Sandwich structures
Structural panels,RT,Sheet materials
Structural panels,RT,Structural plates
Structural panels,RT,Thin wall structures
Structural parameter,USE,Structural engineering
Structural plates,BT,Electronic components
Structural plates,BT,Structural shapes
Structural plates,RT,Flanges
Structural plates,RT,Structural panels
Structural plates,RT,Wheels
Structural rings,UF,O-rings
